date,annee,trimestre,mois,demandeur_total_abcd_total,demandeur_homme_abcd_total,demandeur_femme_abcd_total,demandeur_total_abcd_moins25,demandeur_total_abcd_2549,demandeur_total_abcd_plus50,demandeur_homme_abcd_moins25,demandeur_homme_abcd_2549,demandeur_homme_abcd_plus50,demandeur_femme_abcd_moins25,demandeur_femme_abcd_2549,demandeur_femme_abcd_plus50,nb_offres_france_travail,population_active,taux_chomage_insee,taux_chomage_ocde,taux_euribor_3m,MRO,ipc,isj,ipc_energie_only,indicateur_climat_affaires,indicateur_climat_emploi,indicateur_retournement_conjoncturel,pib,ict,nb_defaillances_entreprise,nb_interimaires
2017-08-01,2017,3,8,,,,,,,,,,,,,446100.0,,,9.5,-0.3291,,0.9,0.5,4.8,110.8,106.0,1.0,,,1663.0,
2017-09-01,2017,3,9,,,,,,,,,,,,,543400.0,,,9.3,-0.3294,,1.0,0.5,5.1,111.2,106.5,1.0,,,4968.0,
2017-10-01,2017,4,10,5933900.0,2870300.0,3063600.0,781800.0,3667000.0,1485100.0,391300.0,1773400.0,705600.0,390500.0,1893600.0,779500.0,535800.0,,,9.1,-0.3295,,1.1,0.5,4.8,111.1,108.1,1.0,610537.0,94.6,4969.0,803650.364974
2017-11-01,2017,4,11,,,,,,,,,,,,,590900.0,,,9.0,-0.329,,1.2,0.5,5.4,112.4,107.2,1.0,,,5028.0,
2017-12-01,2017,4,12,,,,,,,,,,,,,472800.0,,,9.0,-0.3279,,1.2,0.6,5.0,113.5,108.6,1.0,,,4162.0,
2018-01-01,2018,1,1,5942900.0,2863500.0,3079400.0,778900.0,3668400.0,1495600.0,388100.0,1766500.0,708900.0,390800.0,1901900.0,786700.0,535800.0,30534890.0,9.1,9.2,-0.3285,,1.3,0.8,5.2,112.9,109.5,1.0,610309.0,95.4,4778.0,811095.265474
2018-02-01,2018,1,2,,,,,,,,,,,,,568000.0,,,9.3,-0.3285,,1.2,0.7,5.2,111.8,109.5,0.8,,,4602.0,
2018-03-01,2018,1,3,,,,,,,,,,,,,772500.0,,,9.3,-0.3279,,1.6,0.9,5.0,111.8,110.8,0.9,,,5033.0,
2018-04-01,2018,2,4,5942500.0,2855900.0,3086600.0,778600.0,3656500.0,1507400.0,387500.0,1755900.0,712500.0,391100.0,1900600.0,794900.0,604800.0,,,9.2,-0.3285,,1.6,0.8,6.3,111.3,110.2,1.0,611896.0,96.1,4237.0,801515.393167
2018-05-01,2018,2,5,,,,,,,,,,,,,602700.0,,,9.1,-0.3252,,2.0,1.0,10.0,109.6,110.8,0.9,,,4346.0,
2018-06-01,2018,2,6,,,,,,,,,,,,,490400.0,,,9.0,-0.322,,2.0,0.8,12.3,109.2,109.8,1.0,,,4811.0,
2018-07-01,2018,3,7,5935900.0,2849700.0,3086200.0,775600.0,3644200.0,1516100.0,386100.0,1748600.0,715000.0,389500.0,1895600.0,801100.0,793300.0,,,9.0,-0.3207,,2.3,0.8,14.3,108.2,108.5,0.9,614844.0,96.4,4429.0,800880.551377
2018-08-01,2018,3,8,,,,,,,,,,,,,602100.0,,,8.9,-0.319,,2.3,0.9,13.0,107.9,108.4,0.8,,,1946.0,
2018-09-01,2018,3,9,,,,,,,,,,,,,660100.0,,,8.9,-0.3188,,2.2,0.7,12.8,107.5,107.1,0.8,,,5145.0,
2018-10-01,2018,4,10,5930000.0,2840700.0,3089300.0,770100.0,3635700.0,1524200.0,383700.0,1740400.0,716600.0,386400.0,1895300.0,807600.0,659900.0,,,8.8,-0.3177,,2.2,0.8,13.8,106.7,107.5,0.8,619460.0,97.5,5496.0,775023.76874
2018-11-01,2018,4,11,,,,,,,,,,,,,587300.0,,,8.8,-0.3164,,1.9,0.7,11.2,107.0,104.9,1.0,,,4978.0,
2018-12-01,2018,4,12,,,,,,,,,,,,,524600.0,,,8.8,-0.3119,,1.6,0.7,8.0,104.1,105.3,0.9,,,4240.0,
2019-01-01,2019,1,1,5924500.0,2833500.0,3091000.0,768300.0,3624800.0,1531400.0,382500.0,1731800.0,719200.0,385800.0,1893000.0,812200.0,564200.0,30500444.0,8.5,8.8,-0.308,,1.2,0.6,1.9,104.6,106.5,1.0,625191.0,97.5,5186.0,804438.883945
2019-02-01,2019,1,2,,,,,,,,,,,,,514900.0,,,8.7,-0.3084,,1.3,0.7,3.2,104.9,108.2,1.0,,,4559.0,
2019-03-01,2019,1,3,,,,,,,,,,,,,554600.0,,,8.7,-0.3092,,1.1,0.5,5.1,106.2,108.5,1.0,,,4820.0,
2019-04-01,2019,2,4,5879500.0,2812400.0,3067100.0,761500.0,3588900.0,1529100.0,379800.0,1714600.0,718000.0,381700.0,1874300.0,811100.0,622600.0,,,8.5,-0.3105,,1.3,0.7,4.8,107.6,108.8,0.9,628634.0,97.4,4360.0,801511.644597
2019-05-01,2019,2,5,,,,,,,,,,,,,598000.0,,,8.5,-0.3119,,0.9,0.5,3.4,107.3,106.3,1.0,,,4197.0,
2019-06-01,2019,2,6,,,,,,,,,,,,,722000.0,,,8.5,-0.3289,,1.2,0.9,2.4,107.2,108.2,0.9,,,4303.0,
2019-07-01,2019,3,7,5814200.0,2781600.0,3032600.0,751300.0,3539200.0,1523700.0,375300.0,1691300.0,715000.0,376000.0,1847900.0,808700.0,791500.0,,,8.4,-0.3649,,1.1,0.9,0.8,106.4,107.3,0.8,628575.0,98.0,4404.0,797029.664145
2019-08-01,2019,3,8,,,,,,,,,,,,,612000.0,,,8.3,-0.4077,,1.0,0.7,0.8,106.3,108.0,1.0,,,1288.0,
2019-09-01,2019,3,9,,,,,,,,,,,,,777100.0,,,8.2,-0.4176,0.0,0.9,0.9,0.2,107.1,107.1,1.0,,,4738.0,
2019-10-01,2019,4,10,5760100.0,2751900.0,3008200.0,736800.0,3502500.0,1520800.0,367800.0,1671900.0,712200.0,369000.0,1830600.0,808600.0,778500.0,,,8.2,-0.4129,,0.8,1.0,-1.6,107.0,107.2,0.9,625561.0,98.1,4859.0,775908.889069
2019-11-01,2019,4,11,,,,,,,,,,,,,720200.0,,,8.2,-0.4013,,1.0,0.9,-0.6,107.0,107.5,0.9,,,4508.0,
2019-12-01,2019,4,12,,,,,,,,,,,,,641600.0,,,8.2,-0.3947,,1.5,1.1,2.6,106.7,107.5,0.9,,,3923.0,
2020-01-01,2020,1,1,5755600.0,2757100.0,2998500.0,733000.0,3500500.0,1522100.0,367300.0,1676100.0,713700.0,365700.0,1824400.0,808400.0,788200.0,30289755.0,8.1,8.2,-0.3911,,1.5,1.0,4.5,106.8,106.0,0.9,593861.0,98.8,3966.0,478750.465813
2020-02-01,2020,1,2,,,,,,,,,,,,,758900.0,,,7.8,-0.4089,,1.4,1.4,1.1,106.1,105.8,0.9,,,3805.0,
2020-03-01,2020,1,3,,,,,,,,,,,,,529600.0,,,7.6,-0.4166,,0.7,0.7,-4.0,93.8,97.6,-0.2,,,2825.0,
2020-04-01,2020,2,4,6107200.0,2968900.0,3138300.0,825500.0,3710700.0,1571000.0,422700.0,1805600.0,740600.0,402800.0,1905100.0,830400.0,328300.0,,,7.6,-0.2541,,0.3,0.2,-8.6,45.7,42.0,-1.0,521293.0,103.2,1267.0,586055.920558
2020-05-01,2020,2,5,,,,,,,,,,,,,468100.0,,,6.9,-0.272,,0.4,0.5,-11.0,58.7,50.7,-0.8,,,1595.0,
2020-06-01,2020,2,6,,,,,,,,,,,,,648800.0,,,7.3,-0.376,,0.2,0.3,-9.3,84.5,68.4,-0.2,,,2957.0,
2020-07-01,2020,3,7,6065900.0,2939500.0,3126400.0,808100.0,3679300.0,1578500.0,414100.0,1782000.0,743400.0,394000.0,1897300.0,835100.0,689100.0,,,8.6,-0.4441,,0.8,1.3,-7.4,90.9,79.0,0.9,601294.0,98.5,2791.0,712567.770446
2020-08-01,2020,3,8,,,,,,,,,,,,,560800.0,,,9.0,-0.4797,,0.2,0.4,-7.1,94.5,88.8,1.0,,,793.0,
2020-09-01,2020,3,9,,,,,,,,,,,,,720800.0,,,9.0,-0.4914,,0.0,0.5,-8.0,93.8,91.6,0.9,,,3246.0,
2020-10-01,2020,4,10,6025100.0,2919500.0,3105600.0,788700.0,3652400.0,1584000.0,403900.0,1769100.0,746500.0,384800.0,1883300.0,837500.0,695100.0,,,8.3,-0.5091,,0.0,0.3,-7.8,90.5,89.4,0.6,600809.0,100.1,2846.0,732140.693695
2020-11-01,2020,4,11,,,,,,,,,,,,,544800.0,,,8.1,-0.5209,,0.2,0.4,-7.8,78.0,81.4,0.05,,,2883.0,
2020-12-01,2020,4,12,,,,,,,,,,,,,616900.0,,,7.9,-0.5381,,0.0,0.2,-7.0,93.3,83.7,0.5,,,2243.0,
2021-01-01,2021,1,1,6026800.0,2918200.0,3108600.0,784200.0,3649400.0,1593200.0,400700.0,1766200.0,751300.0,383500.0,1883200.0,841900.0,676200.0,31188658.0,7.9,8.1,-0.5472,,0.6,1.1,-5.8,94.3,87.1,0.6,603178.0,99.7,2594.0,753381.036595
2021-02-01,2021,1,2,,,,,,,,,,,,,672300.0,,,8.2,-0.5411,,0.6,0.6,-1.6,91.1,83.9,0.6,,,2128.0,
2021-03-01,2021,1,3,,,,,,,,,,,,,793100.0,,,8.2,-0.5391,,1.1,1.0,4.7,98.3,90.8,1.0,,,2691.0,
2021-04-01,2021,2,4,5975700.0,2889800.0,3085900.0,767900.0,3610100.0,1597700.0,391500.0,1744500.0,753800.0,376400.0,1865600.0,843900.0,792500.0,,,8.2,-0.5382,,1.2,1.0,8.8,97.3,92.0,0.9,610464.0,99.6,1973.0,780045.718554
2021-05-01,2021,2,5,,,,,,,,,,,,,809400.0,,,8.0,-0.5401,,1.4,0.9,11.7,111.0,101.2,1.0,,,2188.0,
2021-06-01,2021,2,6,,,,,,,,,,,,,990300.0,,,7.9,-0.5429,,1.5,1.0,10.9,115.3,106.6,1.0,,,2501.0,
2021-07-01,2021,3,7,5845800.0,2823700.0,3022100.0,733000.0,3527200.0,1585600.0,375000.0,1700600.0,748100.0,358000.0,1826600.0,837500.0,976100.0,,,7.9,-0.5448,,1.2,0.0,12.3,113.5,108.2,1.0,628747.0,98.9,2003.0,787085.652458
2021-08-01,2021,3,8,,,,,,,,,,,,,493200.0,,,7.8,-0.5476,,1.9,1.0,12.7,111.1,108.2,0.9,,,703.0,
2021-09-01,2021,3,9,,,,,,,,,,,,,1133600.0,,,7.7,-0.545,,2.2,1.4,14.9,112.1,106.5,0.9,,,2728.0,
2021-10-01,2021,4,10,5678000.0,2734900.0,2943100.0,694600.0,3420100.0,1563300.0,354800.0,1643400.0,736700.0,339800.0,1776700.0,826600.0,1108500.0,,,7.5,-0.5498,,2.6,1.5,20.2,114.4,112.6,0.9,632279.0,100.0,2587.0,821378.102512
2021-11-01,2021,4,11,,,,,,,,,,,,,971400.0,,,7.5,-0.5674,,2.8,1.8,21.6,114.9,113.2,1.0,,,2918.0,
2021-12-01,2021,4,12,,,,,,,,,,,,,907500.0,,,7.4,-0.582,,2.8,2.0,18.5,110.8,110.4,0.9,,,2568.0,
2022-01-01,2022,1,1,5533100.0,2655900.0,2877200.0,670000.0,3327400.0,1535700.0,341400.0,1591700.0,722800.0,328600.0,1735700.0,812900.0,976400.0,31586796.0,7.3,7.3,-0.5601,,2.9,1.6,19.9,109.2,110.8,0.8,631683.0,101.5,3103.0,810892.001248
2022-02-01,2022,1,2,,,,,,,,,,,,,963400.0,,,7.3,-0.5315,,3.6,2.3,21.1,114.1,114.4,1.0,,,3092.0,
2022-03-01,2022,1,3,,,,,,,,,,,,,1181600.0,,,7.4,-0.4954,,4.5,2.6,29.2,107.3,113.7,-0.8,,,3852.0,
2022-04-01,2022,2,4,5450300.0,2614900.0,2835400.0,660300.0,3269100.0,1520900.0,336800.0,1562400.0,715700.0,323500.0,1706700.0,805200.0,969600.0,,,7.5,-0.4479,,4.8,3.1,26.5,107.1,112.5,-0.4,634404.0,101.3,3117.0,797159.730233
2022-05-01,2022,2,5,,,,,,,,,,,,,1039900.0,,,7.5,-0.3857,,5.2,3.6,27.8,106.4,111.1,-0.3,,,3203.0,
2022-06-01,2022,2,6,,,,,,,,,,,,,1009700.0,,,7.4,-0.2392,,5.8,3.7,33.1,104.9,109.2,-0.2,,,3657.0,
2022-07-01,2022,3,7,5432600.0,2608600.0,2824000.0,664500.0,3256300.0,1511800.0,339900.0,1556900.0,711800.0,324600.0,1699400.0,800000.0,904700.0,,,7.3,0.0366,0.5,6.1,4.3,28.5,103.7,111.2,-0.6,637684.0,102.5,3414.0,808130.934151
2022-08-01,2022,3,8,,,,,,,,,,,,,780000.0,,,7.2,0.3947,,5.9,4.7,22.7,104.2,109.4,-0.2,,,1362.0,
2022-09-01,2022,3,9,,,,,,,,,,,,,1003500.0,,,7.1,1.0109,1.25,5.6,4.6,17.9,102.2,108.4,-0.2,,,4463.0,
2022-10-01,2022,4,10,5382600.0,2588100.0,2794500.0,661900.0,3225500.0,1495200.0,338600.0,1545100.0,704400.0,323300.0,1680400.0,790800.0,1053400.0,,,7.2,1.4277,,6.2,5.0,19.1,103.0,109.5,0.8,640155.0,104.5,4037.0,811932.776137
2022-11-01,2022,4,11,,,,,,,,,,,,,945300.0,,,7.2,1.8252,2.0,6.2,5.3,18.4,102.9,108.9,-0.4,,,4380.0,
2022-12-01,2022,4,12,,,,,,,,,,,,,1126800.0,,,7.2,2.0635,2.5,5.9,5.4,15.1,103.4,110.1,-0.05,,,3561.0,
2023-01-01,2023,1,1,5363400.0,2582700.0,2780700.0,662100.0,3213100.0,1488200.0,339500.0,1541100.0,702100.0,322600.0,1672000.0,786100.0,1057400.0,31826568.0,7.4,7.1,2.3449,,6.0,5.5,16.3,102.8,111.4,0.1,640657.0,104.9,4824.0,792290.899137
2023-02-01,2023,1,2,,,,,,,,,,,,,1052000.0,,,7.1,2.6403,3.0,6.3,5.8,14.1,103.6,110.2,0.1,,,4323.0,
2023-03-01,2023,1,3,,,,,,,,,,,,,1167000.0,,,7.1,2.9106,3.5,5.7,6.0,4.9,103.0,109.7,0.07,,,5450.0,
2023-04-01,2023,2,4,5348000.0,2580200.0,2767800.0,667100.0,3201900.0,1479000.0,342500.0,1539100.0,698600.0,324600.0,1662800.0,780400.0,967000.0,,,7.3,3.167,,5.9,6.1,6.8,103.5,110.4,0.1,646306.0,105.7,4130.0,785333.957405
2023-05-01,2023,2,5,,,,,,,,,,,,,1030800.0,,,7.3,3.3664,3.75,5.1,5.7,2.0,100.6,107.0,-0.5,,,4550.0,
2023-06-01,2023,2,6,,,,,,,,,,,,,1047400.0,,,7.3,3.5359,4.0,4.5,5.7,-3.0,100.8,106.6,-0.01,,,4864.0,
2023-07-01,2023,3,7,5364800.0,2592700.0,2772100.0,678000.0,3212100.0,1474700.0,348300.0,1546600.0,697800.0,329700.0,1665500.0,776900.0,957200.0,,,7.4,3.6718,,4.3,5.4,-3.7,100.6,106.4,-0.1,647666.0,106.5,4416.0,766213.583688
2023-08-01,2023,3,8,,,,,,,,,,,,,801600.0,,,7.4,3.7803,4.25,4.9,5.0,6.8,100.2,102.2,0.04,,,1783.0,
2023-09-01,2023,3,9,,,,,,,,,,,,,1009000.0,,,7.4,3.88,4.5,4.9,4.6,11.9,99.9,104.1,-0.6,,,5409.0,
2023-10-01,2023,4,10,5395100.0,2616000.0,2779100.0,690200.0,3224000.0,1480900.0,355900.0,1557500.0,702600.0,334300.0,1666500.0,778300.0,1058000.0,,,7.5,3.9676,,4.0,4.2,5.2,98.8,103.0,-0.9,650556.0,108.1,5694.0,759033.8559
2023-11-01,2023,4,11,,,,,,,,,,,,,998700.0,,,7.6,3.9716,,3.5,3.5,3.1,98.1,99.9,-0.8,,,5906.0,
2023-12-01,2023,4,12,,,,,,,,,,,,,887600.0,,,7.6,3.9331,,3.7,3.4,5.7,98.9,101.0,-0.7,,,4925.0,
2024-01-01,2024,1,1,5392100.0,2619700.0,2772400.0,689100.0,3223900.0,1479100.0,356000.0,1560300.0,703400.0,333100.0,1663600.0,775700.0,952600.0,31859898.0,7.4,7.6,3.9253,,3.1,3.0,1.9,99.5,99.6,-0.3,651384.0,108.9,5894.0,754344.981406
2024-02-01,2024,1,2,,,,,,,,,,,,,936200.0,,,7.4,3.9232,,3.0,2.6,4.3,99.0,103.0,-0.5,,,5733.0,
2024-03-01,2024,1,3,,,,,,,,,,,,,1099200.0,,,7.4,3.9224,,2.3,2.2,3.4,100.4,100.9,-0.08,,,6057.0,
2024-04-01,2024,2,4,5389800.0,2623000.0,2766800.0,688700.0,3221100.0,1480000.0,356600.0,1561400.0,705000.0,332100.0,1659700.0,775000.0,995500.0,,,7.3,3.8864,,2.2,1.9,3.8,99.8,102.2,-0.8,652635.0,109.7,5293.0,734538.191115
2024-05-01,2024,2,5,,,,,,,,,,,,,882100.0,,,7.4,3.8137,,2.3,1.7,5.7,99.9,101.7,0.4,,,5433.0,
2024-06-01,2024,2,6,,,,,,,,,,,,,923400.0,,,7.4,3.7245,4.25,2.2,1.8,4.8,99.6,100.1,-0.03,,,5708.0,
2024-07-01,2024,3,7,5412400.0,2637700.0,2774700.0,692700.0,3232500.0,1487200.0,359600.0,1568500.0,709600.0,333100.0,1664000.0,777600.0,1050800.0,,,7.4,3.6848,,2.3,1.5,8.5,94.4,97.2,-1.0,655027.0,110.1,5843.0,726325.294868
2024-08-01,2024,3,8,,,,,,,,,,,,,760200.0,,,7.4,3.5476,,1.8,1.7,0.4,96.6,98.4,0.7,,,1599.0,
2024-09-01,2024,3,9,,,,,,,,,,,,,876100.0,,,7.4,3.4337,3.65,1.1,1.4,-3.3,97.4,98.6,-0.8,,,6314.0,
2024-10-01,2024,4,10,5491700.0,2678900.0,2812800.0,716800.0,3279000.0,1495900.0,371700.0,1591600.0,715600.0,345100.0,1687400.0,780300.0,1023400.0,,,7.3,3.1666,3.4,1.2,1.4,-2.0,97.0,97.4,-0.9,654734.0,111.3,6554.0,713974.330136
2024-11-01,2024,4,11,,,,,,,,,,,,,863400.0,,,7.3,3.0068,,1.3,1.5,-0.7,96.1,98.4,-0.7,,,6099.0,
2024-12-01,2024,4,12,,,,,,,,,,,,,860800.0,,,7.3,2.8161,3.15,1.3,1.3,1.2,95.0,96.5,-0.9,,,5752.0,
2025-01-01,2025,1,1,5738000.0,2811000.0,2927000.0,866800.0,3357600.0,1513600.0,453800.0,1631700.0,725500.0,413000.0,1725900.0,788100.0,836700.0,,,7.3,2.7031,,1.7,1.4,2.7,95.4,97.0,-0.7,655389.0,112.3,5948.0,710419.927973
2025-02-01,2025,1,2,,,,,,,,,,,,,772600.0,,,7.5,2.525,2.9,0.8,1.3,-5.8,95.9,93.5,-0.6,,,5826.0,
2025-03-01,2025,1,3,,,,,,,,,,,,,873400.0,,,7.6,2.4424,2.65,0.8,1.3,-6.6,96.6,96.4,-0.6,,,6382.0,
2025-04-01,2025,2,4,5612100.0,2749800.0,2862300.0,792800.0,3318200.0,1501100.0,413300.0,1616000.0,720500.0,379500.0,1702200.0,780600.0,904300.0,,,7.5,2.2482,2.4,0.8,1.3,-7.8,97.1,97.8,-0.3,657523.0,112.2,5863.0,709895.580836
2025-05-01,2025,2,5,,,,,,,,,,,,,828600.0,,,7.6,2.0913,,0.7,1.1,-8.0,95.5,93.6,-0.1,,,5475.0,
2025-06-01,2025,2,6,,,,,,,,,,,,,811300.0,,,7.6,1.9836,2.15,1.0,1.2,-6.7,96.0,98.3,-0.2,,,5957.0,
2025-07-01,2025,3,7,,,,,,,,,,,,,866000.0,,,7.7,1.9863,,1.0,1.5,-7.2,95.8,95.9,-0.8,661062.0,112.8,5958.0,705598.523373
2025-08-01,2025,3,8,,,,,,,,,,,,,591800.0,,,7.7,2.0211,,0.9,1.2,-6.2,96.2,94.8,-0.5,,,1624.0,
2025-09-01,2025,3,9,,,,,,,,,,,,,738100.0,,,7.7,2.0273,,1.2,1.3,-4.4,95.9,93.4,-0.5,,,6897.0,
2025-10-01,2025,4,10,,,,,,,,,,,,,,,,7.7,2.0344,,0.9,1.2,-5.6,96.5,94.7,-0.5,,,6364.0,
2025-11-01,2025,4,11,,,,,,,,,,,,,,,,,2.0417,,0.9,1.0,-4.6,97.7,96.4,-0.3,,,,
2025-12-01,2025,4,12,,,,,,,,,,,,,,,,,2.0458,,0.8,,-6.8,98.7,94.5,0.1,,,,
2026-01-01,2026,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-01,2026,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
